reviewerName,reviewText,isLocalGuide,reviews,photos,rating,timeReviewed,likes,responseTime,responseText
Jack Damuni,"For 25 years living on Maui Honda has been a very important part of our family, and now that we live in Utah Ken Garff Honda of Orem doesn't skip a beat. It's great to know that no matter where you go the people of Honda all treat you like family and will always earn our loyalty and trust just like all of their cars.",FALSE,2,0,5,a year ago,0,a year ago,"Welcome to the Honda of Orem family, Jack! Please let us know if there's anything at all you need!"
Keith Brinkerhoff,I got a recall notice for my Honda Pilot.  The notice said the repair has no cost and typically takes 1 hour. I called to get the repair set up and I am told it will take 1/2 day to a full day for the repair and I can wait at the office or rent a car from them. They offered no other options. I have never been a fan of dealership 'service' centers.**update**  (48hrs since original post)Stockton Honda took care of it. Recall fix is done. I dropped it off at 10:35am and I'm headed back to get it at 12:11pm.,FALSE,6,0,1,11 months ago,0,11 months ago,"Keith, we are very sorry that the recall repair on your Pilot will take longer than the notice specified, and we apologize for the inconvenience. We would really like to talk to you and see what we can arrange that will be the most â¦MoreKeith, we are very sorry that the recall repair on your Pilot will take longer than the notice specified, and we apologize for the inconvenience. We would really like to talk to you and see what we can arrange that will be the most convenient for your schedule. Please contact our Brand Advocacy Manager, Carli, at carlia@kengarff.com or 801-714-2284. Thank you!"
Chris Howlett,Great people and they will make you feel like you are important!!!,FALSE,5,1,5,9 months ago,0,8 months ago,"Thank you, Chris, for the kind review!"
melissa church,Awesome customer service,FALSE,6,0,5,2 months ago,0,2 months ago,Thank you for taking the time to review us Melissa! We love positive feedback. 
Chelsea Wolf,Ask for Mike Summerhays! His honesty and kindness will make your car buying experience a great one!,TRUE,197,108,5,10 months ago,0,9 months ago,"Thank you, Chelsea!"
Janelle Sullivan,I came here to have my oil changed and tires rotated. Everyone there was very friendly and the waiting room was awesome! They even had complimentary hot chocolate and popcorn. Definitely going back! They often have sales/coupons on their website so check that out as well! ,TRUE,26,2,5,a year ago,0,a year ago,"Thank you, Janelle! We're so happy that our team took good care of you and that you were happy with our amenities. Please let us know if you need anything else from us!"
Philip Weeks,Parker did a great job and made the buying process simple. Have always enjoyed dealing with KGH. Also go talk with Wendell about what he's Smoked recently!,TRUE,17,36,5,a year ago,0,a year ago,"Thanks, Philip! We're so happy to hear that Parker was great to work with and that you're part of our Ken Garff Honda family! :)"
Barbara Valenzuela,"The sales people are sooo nice. I bring my honda there for all the big important maitinace stuff, they always take really good care of my car. Love it :)",FALSE,12,0,5,10 months ago,0,2 years ago,"Barbara, we're sorry that your experience with our dealership was negative. We'd like to hear from you about what happened so we can see how things can be made right. Please contact our Customer Advocacy Manager Carli Anderson at carlia@kengarff.com or 801-714-2284."
Jantzen Rees,"We have had nothing but problems since purchasing our Honda Accord here. We were involved in an accident that destroyed the left side of the car. We took it to Honda to fix. Since the accident wasn't our fault, we did not have to pay the deductible. The man asked if we would also like to have the front bumper and headlight fixed since we didn't have to pay the $500 deductible. This damage was from a different incident so we clarified SPECIFICALLY that we would not have to pay the deductible. He assured us that it would all be included together and nothing would be due. Well of course we go to pick up the car today and they say they processed them as two separate claims and we could not have the car until $500 was paid. Though the employee was at fault, there is absolutely nothing management would do about it. To top it off, the headlight is STILL out and there is a NEW scratch on the back bumper that was not there. (We have photos as proof of the day of the accident that there was no damage to the back).Get it together Honda. You're all about money and couldn't care less about customer service. DON'T BUY FROM HERE.",FALSE,11,0,1,a year ago,0,a year ago,"Jantzen, we are so sorry that youâve had this frustrating experience with your Accordâs repairs, and weâd like to make sure everything gets cleared upâplease contact our Brand Advocacy Manager, Carli, at carlia@kengarff.com or 801-714-2284. "
Stefanie Bassett,"After being anxious about the buying process and how long it would take we finally went into Ken Garff of Orem. They really do ""listen"". It was much more pleasant and much quicker than we had anticipated. Abby on the phone was great, Mark in sales was too and the finance guy Andy Moody was delightful. Great experience. Definitely will come back to Ken Garff.",FALSE,8,0,5,a year ago,0,NA,NA
Ben Mottishaw,"this place cant fix anything does make promises that is will fix your and it does not then want you to pay more horrible to get in touch with this place, a call center to everything great customer service right there you dont even get to talk the service tech who says they fixed your,if the even looked at your just pulled it into the computer, you talk to a salesman who is just trying to pull extra money, this is one place that even screws over repeat customer at one point, overpriced service, horrible hours and people who could care less about anyone and just want to make a paycheck. spare me your lame call us and we will talk about you time with us, if you guys paid as much time to the service department as social media you guys might have a good customer service, if i could have rated you guys low i would have. HANDS DOWN THE WORST PILE OF AN EXCUSE FOR A COMPANY IN OREM",FALSE,1,0,1,a year ago,0,a year ago,"Ben, we are so sorry that you had such a frustrating experience trying to get your car fixed, and we'd really like to speak with you about this. We'll be reaching out shortly--thank you for letting us know."
